Symbol,Year,Month,Day,dayOfWeek,closeDay0,highDay0,openDay0,lowDay0,volumeDay0,closeDay260,highDay260,openDay260,lowDay260,volumeDay260,Sector,Industry,exactDateFounded,IPODATE,markReturn6mo,markReturn3mo
PLYA,2015,11,10,1,10.24,10.25,9.65,9.65,2202440.0,9.88,9.88,9.88,9.88,0.0,Consumer Services,Hotels/Resorts,"March,28,2013",2015-11-10,-0.01270584611787975,-0.01216619031988621
PM,2008,3,17,0,49.39,52.65,49.24,50.0,19800.0,37.16,37.4519,36.17,36.22,9140828.0,Consumer Non-Durables,Farming/Seeds/Milling,1847,2008-03-17,-0.12766058757925808,-0.10910851864018453
PMBC,2000,1,14,4,7.25,7.25,7.25,7.25,7000.0,7.25,7.25,7.0,7.0,12700.0,Finance,Major Banks,"January,2000",2000-01-14,0.036841019437289374,0.12954450146697993
PMT,2009,7,30,3,19.1,19.37,18.96,19.0,6670410.0,16.51,16.62,16.31,16.55,22618.0,Consumer Services,Real Estate Investment Trusts,"May,18,2009",2009-07-30,0.18074056600078425,0.11725349977856828
PMTS,2015,10,9,4,60.85,67.0,55.0,55.0,1463685.0,30.7,30.9,30.45,30.6,9507.0,Finance,Finance Companies,1982,2015-10-09,-0.03717990821989632,-0.018466250250233095
PNFP,2000,8,18,4,5.0,5.25,4.75,5.0,168600.0,3.9,4.1,3.675,3.68,10800.0,Finance,Major Banks,"February,28,2000",2000-08-18,0.1114189870491692,0.04095433997212753
PNK,2016,4,14,3,10.5,10.52,10.1,10.25,2218551.0,19.41,19.77,19.3604,19.62,201407.0,Consumer Services,Hotels/Resorts,"July,23,2015",2016-04-14,0.04421731189447343,0.08355532141623771
PODD,2007,5,15,1,15.96,17.0,15.77,17.0,4849979.0,19.82,20.2399,19.35,19.67,150090.0,Health Care,Medical/Dental Instruments,"July,2000",2007-05-15,0.07631560338828888,0.031809202268306816
POLA,2016,12,7,2,9.0,9.2,7.09,7.55,1180226.0,5.21,5.439,4.83,5.0,24935.0,Miscellaneous,Industrial Machinery/Components,1979,2016-12-07,0.047392965021146,0.011925050960348365
POR,2006,3,31,4,30.25,35.0,30.0,30.25,15161280.0,29.2,29.51,28.66,29.26,138900.0,Public Utilities,Electric Utilities: Central,1888,2006-03-31,0.05813749725324177,0.024787161066806746
POST,2012,1,27,4,26.7,27.5,22.75,23.78,707249.0,36.88,37.84,36.7,37.2,165715.0,Consumer Non-Durables,Packaged Foods,"February,3,2012",2012-01-27,0.010376383381359499,0.026343104641188306
POWI,1997,12,12,4,4.063,4.375,4.063,4.063,4442400.0,11.063,11.25,9.938,11.063,1567600.0,Technology,Semiconductors,"March,25,1988",1997-12-12,0.08090912852982765,0.03358555508526894
PPBI,1997,6,25,2,67.5,71.25,65.0,67.5,624920.0,91.25,91.25,87.5,87.5,38100.0,Finance,Major Banks,1997,1997-06-25,0.18591730593203537,0.13594486995521315
PPSI,2010,1,8,4,8.0,8.0,8.0,8.0,140.0,14.75,14.75,14.75,14.75,0.0,Consumer Durables,Electrical Products,"December,2,2009",2010-01-08,0.29802394899182977,0.07152641282285942
PRAA,2002,11,8,4,5.15,5.4467,4.9167,4.9167,7480500.0,9.93,10.04,9.8,9.9367,612057.0,Finance,Finance: Consumer Services,"March,20,1996",2002-11-08,-0.17100606635149726,-0.0031033921878426216
PRAH,2014,11,13,3,19.62,20.38,18.47,18.6,6182450.0,41.87,42.48,40.41,42.19,114573.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,1976,2014-11-13,0.0742048815259481,0.04701756322138914
PRAN,2002,9,5,3,67.8,73.494,66.0,66.0,2716.0,34.68,38.46,33.6,33.6,1016.0,Health Care,Major Pharmaceuticals,"November,11,1997",2002-09-05,-0.2205140619856113,-0.14906181194475246
PRFT,1999,7,29,3,9.375,12.0,9.125,9.375,414800.0,10.0,10.75,9.188,10.75,7800.0,Technology,EDP Services,1998,1999-07-29,0.06701885591565086,0.016807837997364294
PRGX,1996,3,27,2,81.67,86.6667,76.67,81.67,727335.0,98.33,100.0,86.67,88.4,6405.0,Consumer Services,Diversified Commercial Services,1990,1996-03-27,0.12379525574124303,0.06255177057861877
PRI,2010,4,1,3,19.65,20.2,18.61,19.15,18076902.0,25.51,25.57,25.16,25.21,88645.0,Finance,Life Insurance,"February,10,1977",2010-04-01,0.13553438018541034,0.03216274088090077
PRLB,2012,2,24,4,29.0,30.0,24.07,25.0,4042879.0,45.51,45.51,44.08,44.23,810075.0,Capital Goods,Metal Fabrications,"May,5,1999",2012-02-24,0.15782947452855056,0.17674567325040233
PRMW,2010,11,5,4,12.95,15.0,12.75,15.0,3770424.0,5.87,6.02,5.76,5.76,275814.0,Consumer Non-Durables,Food Distributors,"October,20,2004",2010-11-05,0.04733809404796893,0.0846057461229089
PRO,2007,6,28,3,12.85,13.39,11.32,12.5,5083800.0,12.05,12.2,11.65,12.07,147235.0,Technology,EDP Services,1985,2007-06-28,0.05728101918983415,0.0628761644754998
PROV,1996,6,28,4,4.875,4.8889,4.722,4.875,3397050.0,7.611,7.667,7.611,7.667,5400.0,Finance,Savings Institutions,"January,1996",1996-06-28,0.08863087525003126,0.030218487499286368
PRPL,2015,10,29,3,9.5,9.76,9.5,9.75,12600.0,9.8,9.8,9.8,9.8,0.0,Consumer Durables,Home Furnishings,2010,2015-10-29,-0.00783159657080269,-0.008640913089173034
PRQR,2014,9,18,3,14.73,21.87,14.2,19.86,6760553.0,18.11,18.12,16.58,16.84,52298.0,Health Care,Major Pharmaceuticals,"February,21,2012",2014-09-18,0.06907194353802243,0.022785090427768193
PRSC,2003,8,19,1,14.0,14.5,12.97,13.0,2328876.0,16.35,16.75,16.24,16.65,17600.0,Consumer Services,Transportation Services,"December,1996",2003-08-19,0.1829422508469582,0.08576514116231479
PRSS,2012,3,29,3,19.03,22.69,19.0,21.5,6345169.0,6.01,6.09,5.915,6.04,37501.0,Consumer Services,Other Specialty Stores,"August,1999",2012-03-29,0.21125474792386323,0.11284066549011952
PRTA,2012,12,21,4,7.2,8.1,6.6,8.08,68615.0,27.5,28.35,27.08,27.88,760179.0,Health Care,Major Pharmaceuticals,"December,20,2012",2012-12-21,0.08915808313022203,-0.011272871097213245
PRTK,2006,5,10,2,390.0,405.0,375.6,390.0,20897.0,508.2,514.8,505.56,514.8,50.0,Health Care,Major Pharmaceuticals,"February,2001",2006-05-10,0.07650943710566338,0.045896198756318174
PRTO,2014,10,22,2,10.03,12.0,10.0,11.5,679352.0,16.61,17.4178,16.49,16.56,9708.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),2001,2014-10-22,0.032842956486972955,-0.021300408552411405
PRTS,2007,2,9,4,11.9,12.12,10.5,11.0,3145498.0,5.28,5.69,5.27,5.44,87830.0,Consumer Services,Other Specialty Stores,1995,2007-02-09,0.14405001339355192,0.05077166191713091
PRTY,2015,4,16,3,20.7,20.84,20.07,20.5,19374411.0,15.02,15.18,14.85,15.18,336062.0,Consumer Services,Other Specialty Stores,1947,2015-04-16,0.13091856802184573,0.04318558644035585
PRU,2001,12,13,3,29.3,30.0,29.03,29.1,49495800.0,31.42,31.62,31.15,31.52,2132500.0,Finance,Life Insurance,1875,2001-12-13,-0.08418978040616105,0.09463107801491115
PSDO,2017,3,10,4,14.25,14.36,13.26,13.5,10101332.0,16.12,16.33,15.42,16.04,388122.0,Technology,Retail: Computer Software & Peripheral Equipment,2004,2017-03-10,0.0953340718101623,0.04781217129132237
PSMT,1997,8,20,2,13.0,13.0,13.0,13.0,0.0,16.25,16.25,16.125,16.13,300.0,Consumer Services,Department/Specialty Retail Stores,1994,1997-08-20,0.15347536602657552,0.10021866230130089
PSO,1996,1,11,3,8.72,9.064,8.72,8.72,654.0,11.474,11.933,11.474,11.474,7735.0,Consumer Services,Books,1844,1996-01-11,0.0787698706949853,0.032823590540973106
PSTG,2015,10,7,2,16.01,17.0,16.0,16.74,18799460.0,14.83,15.08,14.65,14.75,1398260.0,Technology,Electronic Components,"October,2009",2015-10-07,-0.04643290351346699,-0.04872824222018355
PSTI,2003,4,17,3,52.0,52.0,42.0,42.0,200.0,138.0,140.0,136.2,140.0,200.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"May,11,2001",2003-04-17,0.0008075078794844474,-0.02425209634482148
PSX,2012,4,12,3,34.0,34.21,32.0,33.25,654690.0,62.01,63.86,61.81,63.81,6205726.0,Energy,Integrated oil Companies,"April,30,2012",2012-04-12,0.13374194320770347,0.05651096946159784
PSXP,2013,7,23,1,29.7,30.44,28.1,28.98,16834286.0,68.91,69.99,68.56,68.71,47375.0,Energy,Natural Gas Distribution,"February,20,2013",2013-07-23,0.13427791012588805,0.07394950394197458
PTCT,2013,6,20,3,16.49,17.4,15.63,15.8,3371619.0,26.15,26.45,25.28,26.2,253313.0,Health Care,Major Pharmaceuticals,"March,31,1998",2013-06-20,0.12831017726995542,0.04505013410654218
PTGX,2016,8,11,3,11.7,12.0,11.2,12.0,1631952.0,10.61,10.8316,10.26,10.75,88540.0,Health Care,Major Pharmaceuticals,"August,22,2006",2016-08-11,0.1893903178114157,0.05378163364643542
PTI,2016,2,11,3,6.64,8.0,5.27,8.0,2110558.0,15.24,15.48,14.63,14.63,78002.0,Health Care,Major Pharmaceuticals,2006,2016-02-11,-0.11142143756741024,-0.1075373564570783
PTIE,2000,7,14,4,153.125,184.625,101.5,101.5,867314.0,51.1,52.15,48.3,51.66,1728.0,Health Care,Major Pharmaceuticals,"May,1998",2000-07-14,0.020946620410782445,0.1026713902891584
PTLA,2013,5,22,2,15.15,15.38,14.75,15.25,3378000.0,20.01,20.85,19.59,20.45,214569.0,Health Care,Major Pharmaceuticals,"September,2,2003",2013-05-22,0.1845154917935296,0.10131964968815932
PTNR,1999,10,27,2,14.75,16.875,14.375,15.0,37121600.0,6.5,6.75,6.25,6.75,239000.0,Public Utilities,Telecommunications Equipment,"September,29,1997",1999-10-27,-0.05935574680819466,-0.059383297870863466
PTR,2000,3,30,3,16.438,16.438,16.438,16.438,0.0,17.6,17.6,17.5,17.5,6100.0,Energy,Oil & Gas Production,"November,5,1999",2000-03-30,0.17604140099505516,0.0300791752028726
PTX,1997,2,7,4,465.0,477.5,455.0,465.0,112760.0,580.0,592.5,575.0,587.6,2545.0,Health Care,Major Pharmaceuticals,1996,1997-02-07,0.17464173687005685,0.072150069729298
PUB,2015,6,11,3,16.7,17.44,15.61,15.77,1409063.0,17.3,17.48,17.22,17.37,225983.0,Finance,Major Banks,1998,2015-06-11,0.03432858387866727,0.0318393724505114
PUK,1999,9,13,0,32.45,32.45,32.45,32.45,0.0,26.25,26.688,26.25,26.56,6900.0,Finance,Life Insurance,"May,30,1848",1999-09-13,0.033964187753301546,0.044559531823560664
PULM,2014,3,21,4,18.125,21.175,18.0,20.8,251878.0,10.25,10.5,10.175,10.475,4734.0,Health Care,Major Pharmaceuticals,2013,2014-03-21,0.0999918014402065,0.024081105348725675
PVBC,2015,7,16,3,12.85,12.9803,12.25,12.25,1224275.0,15.64,15.64,15.5311,15.58,6489.0,Finance,Savings Institutions,2011,2015-07-16,0.04356689370407183,0.0011448568024338558
PVG,2012,1,12,3,15.19,15.75,14.85,15.27,173011.0,13.0,13.18,12.74,12.74,82297.0,Basic Industries,Precious Metals,"October,22,2010",2012-01-12,-0.016107939727574794,0.0705984514133361
PWR,1998,2,12,3,7.5,7.833,7.333,7.833,3903750.0,18.333,18.833,18.0,18.1,171000.0,Capital Goods,Engineering & Construction,"August,19,1997",1998-02-12,0.1008925534121005,0.1258885436739625
PXD,1997,8,8,4,37.0,37.688,36.438,37.0,245500.0,18.188,19.375,17.188,17.19,206600.0,Energy,Oil & Gas Production,"August,1997",1997-08-08,0.21104364655202223,0.1596201096201096
PXLW,2000,5,19,4,32.625,36.939,31.5,33.75,2228966.0,81.42,82.2,76.53,78.48,265933.0,Technology,Semiconductors,1997,2000-05-19,0.010696175061533052,0.06289143689654678
PXS,2015,11,3,1,4.05,4.3001,4.05,4.3,1103.0,2.119,2.119,2.006,2.006,887.0,Transportation,Marine Transportation,"March,23,2015",2015-11-03,-0.004937333094252583,0.0028645829696894378
PYDS,1998,12,1,1,45.0,45.0,37.02,45.0,7313.0,108.75,112.5,105.0,108.75,6180.0,Finance,Investment Bankers/Brokers/Service,"July,1998",1998-12-01,0.06659152845577214,0.17034778976689685
PYPL,2015,7,6,0,36.71,39.75,36.0,38.0,5866647.0,36.35,36.35,36.35,36.35,0.0,Miscellaneous,Business Services,"December,1998",2015-07-06,0.03703668936430065,-0.0018456458528411611
PZE,2009,9,30,2,8.955,9.205,8.45,8.645,7459476.0,8.265,8.31,8.185,8.3,115206.0,Energy,Oil & Gas Production,1946,2009-09-30,0.34675497555121754,0.15368965855380834
PZN,2007,10,25,3,20.09,22.25,19.75,20.5,5461225.0,4.52,6.02,4.25,5.7,219919.0,Finance,Investment Managers,"May,8,2007",2007-10-25,0.01368174849624272,-0.0014557509681620412
QADA,2010,12,16,3,11.5,12.0,8.6,8.6,1733.0,10.9,11.22,10.78,10.94,18356.0,Technology,Computer Software: Prepackaged Software,1979,2010-12-16,0.10821722100322148,0.09831410642213385
QADB,2010,12,16,3,10.5,10.99,9.18,9.18,24741.0,10.63,10.73,10.28,10.28,5261.0,Technology,Computer Software: Prepackaged Software,1979,2010-12-16,0.10821722100322148,0.09831410642213385
QBAK,2000,6,23,4,46.314,52.878,45.0,45.36,352766.0,39.9,41.94,39.9,41.52,1183.0,Technology,Electronic Components,1984,2000-06-23,-0.004223920521790037,-0.049215911923632664
QCP,2016,10,20,3,19.0,24.05,19.0,24.05,9721.0,16.26,16.33,16.07,16.22,489447.0,Consumer Services,Real Estate Investment Trusts,"June,9,2016",2016-10-20,0.019924913748355384,-0.013221222174910036
QEP,2010,6,16,2,34.61,37.0,34.6,37.0,62900.0,39.2,39.98,38.9,39.59,1164395.0,Energy,Oil & Gas Production,"May,18,2010",2010-06-16,0.00545441358918375,-0.0381470529029628
QHC,2016,4,21,3,14.25,14.45,14.07,14.25,9600.0,4.49,4.67,4.4,4.67,305306.0,Health Care,Hospital/Nursing Management,"July,27,2015",2016-04-21,0.04133850602775619,0.12488558704378344
QIWI,2013,5,3,4,17.08,17.37,16.81,17.0,9765460.0,28.82,29.8,28.04,29.56,263307.0,Miscellaneous,Business Services,"February,26,2007",2013-05-03,0.12723844235505452,0.06811481339534228
QLYS,2012,9,28,4,14.16,14.85,12.0,12.0,9749470.0,21.89,22.18,21.559,21.75,143098.0,Technology,Computer Software: Prepackaged Software,"December,30,1999",2012-09-28,0.02960426896078784,0.08886864344198152
QNST,2010,2,11,3,15.0,15.55,14.85,15.1,5372077.0,23.25,23.3,22.72,22.96,117391.0,Miscellaneous,Business Services,"April,16,1999",2010-02-11,0.07419925690992135,-0.027655646842302595
QRHC,2009,7,16,3,4.4,8.0,2.4,8.0,11458.0,9.6,9.6,9.6,9.6,584.0,Technology,Diversified Commercial Services,"August,22,2008",2009-07-16,0.0971156989987196,0.07786895392737923
QRVO,2015,1,2,4,70.4,71.9995,68.01,69.0,4218773.0,50.9,50.9,50.9,50.9,0.0,Technology,Semiconductors,"December,13,2013",2015-01-02,0.04268158300582829,0.05792395106951159
QSR,2014,12,10,2,34.47,34.56,32.98,32.98,8293.0,34.66,36.12,34.47,35.19,1379417.0,Consumer Services,Restaurants,"August,25,2014",2014-12-10,0.05589019172420629,0.03213431386437521
QTM,1999,8,4,2,153.0,162.0,153.0,156.5,49687.0,92.504,97.0,92.0,94.5,114812.0,Technology,Electronic Components,1980,1999-08-04,0.05902335145092265,-0.0073723320488457205
QTNA,2016,11,1,1,15.0,15.2,14.6,14.86,438162.0,15.49,15.53,14.96,14.98,294595.0,Technology,Semiconductors,"November,28,2005",2016-11-01,0.021485215535396774,-0.020586585716822575
QTNT,2014,5,27,1,6.6,8.11,6.39,7.39,45114.0,14.82,15.5,13.91,14.7,5472.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,"January,28,2012",2014-05-27,0.05162599660056841,0.024936762459099017
QTRH,2009,9,9,2,2.014,2.014,2.014,2.014,100.0,3.1506,3.1506,2.4009,2.4009,0.0,Miscellaneous,Multi-Sector Companies,"May,14,1992",2009-09-09,0.5156607545035902,0.08802778202878833
QTS,2013,10,9,2,21.0,22.81,21.0,22.4,5399535.0,31.75,32.03,30.32,30.32,104300.0,Consumer Services,Real Estate Investment Trusts,"May,17,2013",2013-10-09,0.05536109461960974,0.0018943092043657544
QTWO,2014,3,20,3,15.17,17.38,15.15,16.25,12593142.0,21.56,21.85,21.405,21.58,52362.0,Technology,Computer Software: Prepackaged Software,"March,31,2005",2014-03-20,0.08822685541110126,0.023345766694591995
QUAD,2010,7,6,1,48.0,49.85,48.0,49.0,20409.0,39.0,39.28,38.9,39.1,155503.0,Miscellaneous,Publishing,"July,13,1971",2010-07-06,-0.10074396827378514,-0.14028444691299943
QUIK,1999,10,15,4,15.125,16.5,11.0,15.125,8895400.0,11.188,12.5,10.25,10.63,297200.0,Technology,Semiconductors,1988,1999-10-15,-0.029806805282783542,-0.08952763979584688
QUOT,2014,3,7,4,30.0,33.0,27.1,27.15,11373396.0,9.77,9.78,9.54,9.59,1335824.0,Consumer Services,Advertising,"May,1998",2014-03-07,0.12282038939591583,0.03796791274190442
QURE,2014,2,5,2,14.61,17.75,14.61,17.0,4689665.0,19.62,19.9,19.331,19.52,99994.0,Health Care,Major Pharmaceuticals,"January,9,2012",2014-02-05,0.02815231094757907,-0.004407346500718379
RAIL,2005,4,6,2,21.03,22.0,20.12,20.26,7966326.0,63.79,64.3,63.48,64.2,240280.0,Capital Goods,Railroads,1901,2005-04-06,0.03444679667119654,-0.005471887060119543
RARE,2014,1,31,4,42.25,47.99,41.85,45.8,4392791.0,58.1,59.0,57.25,57.88,243825.0,Health Care,Major Pharmaceuticals,"April,22,2010",2014-01-31,0.06434005575871682,0.0214341270375166
RARX,2016,10,26,2,13.0,14.86,13.0,14.16,3885936.0,13.75,14.16,13.391,13.85,197417.0,Health Care,Major Pharmaceuticals,"June,27,2008",2016-10-26,0.024601980273829215,-0.011995325584434191
RAS,1998,1,9,4,45.0,45.564,45.0,45.0,178266.0,37.314,38.064,37.125,37.14,6466.0,Consumer Services,Real Estate Investment Trusts,"August,1997",1998-01-09,0.053452201489864744,-0.01501103150307515
RBA,1998,3,10,1,3.521,3.5833,3.4583,3.521,12505800.0,5.375,5.4377,5.375,5.4377,51600.0,Miscellaneous,Business Services,1958,1998-03-10,0.1450224965976835,0.08509067162589254
RBCAA,1998,7,22,2,12.3405,12.5461,10.9008,12.3405,1380328.0,8.9983,8.9983,8.7412,8.7926,16287.0,Finance,Major Banks,1974,1998-07-22,0.20978357375729056,0.030542843272668534
RBCN,2007,11,16,4,175.0,193.9,140.0,140.0,434361.0,35.0,45.6,32.0,44.6,30036.0,Technology,Semiconductors,"February,7,2001",2007-11-16,-0.04160116609097106,0.02825823855881141
RBS,2007,10,11,3,219.5122,220.4878,218.7317,220.4878,461.0,29.8,38.8,29.8,37.6,533402.0,Finance,Commercial Banks,"March,25,1968",2007-10-11,0.08590072487811591,0.02878003151020899
RCM,2010,5,20,3,13.55,14.16,12.55,12.74,4562245.0,24.95,25.25,24.53,24.69,352371.0,Consumer Services,Other Consumer Services,"July,2003",2010-05-20,0.021688178122572517,0.006353768468201081
RCON,2009,7,31,4,5.95,7.0,5.51,5.59,374994.0,4.654,4.654,4.654,4.654,100.0,Energy,Oilfield Services/Equipment,"August,21,2007",2009-07-31,0.19542304356644544,0.1305438786907997
RDCM,1997,9,24,2,44.0,47.5,43.5,44.0,524350.0,11.5,11.5,10.5,10.52,1375.0,Technology,Computer peripheral equipment,"July,5,1985",1997-09-24,0.20361867648427506,0.062018836774848346
RDHL,2013,1,7,0,11.1,11.1,11.1,11.1,100.0,13.4899,13.6387,12.4,12.4,15320.0,Health Care,Major Pharmaceuticals,"August,3,2009",2013-01-07,0.08429825137787841,0.0072739276484293175
RDUS,2014,6,6,4,8.01,8.44,8.0,8.03,1719931.0,48.2,48.24,46.11,47.165,250620.0,Health Care,Major Pharmaceuticals,"October,3,2003",2014-06-06,0.07499348934426624,0.033792710106180616
RDWR,1999,9,30,3,13.75,24.5,13.5,13.75,13119600.0,15.0315,15.0315,13.8125,14.03,355000.0,Miscellaneous,Business Services,"May,16,1996",1999-09-30,-0.024893334524553144,-0.07601020520682529
RDY,2001,4,11,2,5.05,5.125,5.02,5.06,1740700.0,11.7,12.0,11.53,11.53,260200.0,Health Care,Major Pharmaceuticals,"February,24,1984",2001-04-11,-0.1437867534219702,-0.11941329481018527
RECN,2000,12,15,4,8.0,8.25,6.719,6.81,9348400.0,13.595,14.07,13.27,14.07,1230600.0,Miscellaneous,Business Services,"June,1996",2000-12-15,-0.09318802524997201,-0.08519521622236531
REGI,2012,1,19,3,10.1,10.29,9.9,10.1,3599984.0,6.4,6.52,6.34,6.34,168474.0,Basic Industries,Major Chemicals,"August,2006",2012-01-19,-0.01408722323411024,0.08113204101525354
REIS,1997,6,2,0,21.75,22.0,21.0,21.75,97250.0,28.0,28.75,27.5,27.5,14000.0,Miscellaneous,Business Services,1980,1997-06-02,0.12123299148020016,0.06660299996339318
RENN,2011,5,4,2,90.05,120.0,90.0,97.5,18158694.0,33.0,33.9,32.15,32.5,2873467.0,Technology,EDP Services,"February,2006",2011-05-04,0.1110182382671307,0.03490048606682015
REPH,2014,3,7,4,8.3,8.95,8.25,8.53,1148604.0,3.2899,3.2999,3.2899,3.2999,830.0,Health Care,Major Pharmaceuticals,"November,15,2007",2014-03-07,0.12282038939591583,0.03796791274190442
RESI,2012,12,13,3,15.0,15.26,13.5,13.5,70096.0,29.26,29.68,28.58,29.0,1605989.0,Finance,Real Estate,"July,19,2012",2012-12-13,0.08639569783104428,-0.021582346438256496
RESN,2014,5,29,3,9.1,11.54,8.5,10.0,478896.0,4.29,4.61,3.65,3.989,329823.0,Technology,Semiconductors,"January,2012",2014-05-29,0.057575252839210674,0.027067186236059023
RETA,2016,5,26,3,13.07,14.0,11.03,11.06,2045999.0,28.17,29.0,25.75,25.75,155137.0,Health Care,Major Pharmaceuticals,"September,1,2002",2016-05-26,0.00020569808217200356,0.07314493296519343
REV,1996,2,29,3,276.25,296.25,271.25,276.25,765500.0,385.0,391.25,385.0,387.5,5870.0,Consumer Non-Durables,Package Goods/Cosmetics,"March,1932",1996-02-29,0.1513392857142857,0.06107231988833592
REVG,2017,1,27,4,25.0,25.81,24.5,25.75,8868629.0,30.95,31.16,30.12,31.16,775569.0,Capital Goods,Auto Manufacturing,2010,2017-01-27,0.060048486012211424,0.07671674679395467
REXR,2013,7,19,4,14.04,14.8,14.0,14.75,10649577.0,14.03,14.07,13.85,13.85,166932.0,Consumer Services,Real Estate Investment Trusts,"January,18,2013",2013-07-19,0.13186064801229275,0.08623693625924289
RF,1998,2,18,2,38.6261,38.751,37.876,38.751,3714.0,36.0634,37.251,36.0009,37.251,3585.0,Finance,Major Banks,1971,1998-02-18,0.12084518264460842,0.0900952123216558
RFP,2010,12,10,4,21.75,22.65,21.5,22.0,1045210.0,15.08,15.1,14.92,15.09,123555.0,Basic Industries,Paper,"January,25,2007",2010-12-10,0.13448165210723598,0.11126127325419823
RGA,2001,1,2,1,34.438,35.25,33.875,35.25,900.0,33.28,33.33,32.85,33.0,0.0,Finance,Life Insurance,1973,2001-01-02,-0.10156920247021382,-0.08073216180463787
RGLS,2012,10,4,3,4.2,5.48,4.1,4.73,1602661.0,9.41,9.6,9.39,9.56,77190.0,Health Care,Major Pharmaceuticals,"September,2007",2012-10-04,0.037191935973641135,0.06099097446581182
RGNX,2015,9,17,3,30.45,32.0,29.25,30.26,6598268.0,14.36,14.7584,13.815,14.27,244327.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"July,16,2008",2015-09-17,-0.0380710268564335,-0.050051363402523794
RGSE,2008,5,8,3,105600.0,111000.0,96600.0,108000.0,3.0,28080.0,30600.0,26400.0,30600.0,6.0,Basic Industries,Engineering & Construction,"January,29,2008",2008-05-08,-0.055737553756560955,0.04603047076782462
RH,2012,11,2,4,31.1,33.15,30.32,32.05,6838208.0,68.59,70.59,68.03,69.86,496432.0,Consumer Services,Other Specialty Stores,1980,2012-11-02,0.018027330740188394,0.04585345481341575
RHT,1999,8,11,2,26.032,28.375,20.0,26.032,35766200.0,20.063,22.0,19.875,20.063,3982600.0,Technology,"Computer Software: Programming, Data Processing","March,1993",1999-08-11,0.02184141956816134,-0.054720703183214786
RIBT,2001,7,18,2,1100.0,1100.0,1100.0,1100.0,1.0,720.0,720.0,680.0,720.0,14.0,Consumer Non-Durables,Packaged Foods,"March,18,1998",2001-07-18,-0.09906009198945535,-0.019157533855591345
RIGL,2000,11,29,2,63.8396,70.8679,63.0,63.8396,221244.0,50.395,54.3546,50.215,53.9946,8956.0,Health Care,Major Pharmaceuticals,"June,14,1996",2000-11-29,-0.06071214335549413,-0.11507842151045442
RILY,2009,8,3,0,160.0,160.0,160.0,160.0,6.0,19.0,24.004,19.0,24.004,400.0,Miscellaneous,Business Services,"May,7,2009",2009-08-03,0.17766033674990253,0.08844406231877623
RKDA,2015,5,15,4,146.0,154.0,141.2,149.8,64936.0,29.6,33.0,28.602,33.0,1384.0,Basic Industries,Agricultural Chemicals,2002,2015-05-15,0.03908262960552592,0.009884118236525357
RL,1997,6,12,3,31.5,33.0,30.875,32.13,19961200.0,28.25,28.563,27.875,28.44,138100.0,Consumer Non-Durables,Apparel,1967,1997-06-12,0.19233514586465258,0.08120507891176411
RLGY,2012,10,11,3,34.2,34.9,32.5,32.85,29153434.0,43.73,44.1,43.17,43.17,1501503.0,Finance,Real Estate,"December,14,2006",2012-10-11,0.04664983778777775,0.06791912537794069
RLH,1998,4,3,4,17.375,17.5,17.0,17.375,4690800.0,8.0,8.063,7.813,8.0,0.0,Consumer Services,Hotels/Resorts,1937,1998-04-03,0.1605960185318472,0.14629453505881163
RLJ,2011,5,11,2,17.68,17.7,16.75,17.25,7496363.0,18.35,18.73,18.2,18.63,142225.0,Consumer Services,Real Estate Investment Trusts,"January,31,2011",2011-05-11,0.11834796586368812,0.021073625438161374
RLJE,2011,4,7,3,28.5,28.5,28.5,28.5,10000.0,29.67,29.67,29.67,29.67,0.0,Consumer Services,Movies/Entertainment,"April,2,2012",2011-04-07,0.1532562833436002,0.05036574051317342
RM,2012,3,28,2,16.45,17.72,16.18,17.0,2354311.0,20.05,20.13,19.85,19.9,39339.0,Finance,Finance: Consumer Services,"March,25,1987",2012-03-28,0.22714710582254555,0.13034154074254392
RMAX,2013,10,2,2,27.0,27.97,25.4,26.25,13845246.0,29.92,30.21,29.095,29.61,46390.0,Finance,Real Estate,1973,2013-10-02,0.07944594809743671,0.050133850954389034
RMBL,2016,1,22,4,0.245,0.25,0.245,0.25,5000.0,3.5,3.5,3.5,3.5,0.0,Technology,EDP Services,"October,24,2013",2016-01-22,-0.1159614613124596,-0.0894124845472525
RMBS,1997,5,14,2,7.563,7.625,5.625,7.563,20703600.0,10.75,11.125,10.75,11.125,518000.0,Technology,Semiconductors,"March,1990",1997-05-14,0.13215469825883758,0.030489344213286047
RMGN,2011,6,17,4,36.8317,36.8317,36.8317,36.8317,25874.0,37.9138,37.9138,37.9138,37.9138,0.0,Miscellaneous,Business Services,"January,5,2011",2011-06-17,0.01907692663995515,-0.004773385198106939
RMNI,2015,8,28,4,9.75,9.75,9.75,9.75,190.0,9.8,9.8,9.3204,9.3204,3225.0,Miscellaneous,Business Services,"September,8,2005",2015-08-28,-0.061268762476465295,-0.06277377884218228
